Name,Slug,Submissions,Accuracy,QuestionURL,Platform,Tags,LanguagesAllowed,DateAdded
Monk's Love for Food,monks-love-for-food,...,,https://www.hackerearth.com/problem/algorithm/monks-love-for-food/,Hackerearth,"                    Stack, Easy, Data Structures",,
Monk and Power of Time,monk-and-power-of-time,...,,https://www.hackerearth.com/problem/algorithm/monk-and-power-of-time/,Hackerearth,"                    Easy, Data Structures, Queue",,
Car Names,car-names-4,...,,https://www.hackerearth.com/problem/algorithm/car-names-4/,Hackerearth,"                    Ad-Hoc, Easy, Implementation",,
Utkarsh and Old Graph,utkarsh-and-old-graph-3,...,,https://www.hackerearth.com/problem/algorithm/utkarsh-and-old-graph-3/,Hackerearth,"                    Easy, Combinatorics, Math",,
The Enlightened Ones,the-enlightened-ones,...,,https://www.hackerearth.com/problem/algorithm/the-enlightened-ones/,Hackerearth,"                    Medium, Binary Search",,
The Old Monk,the-old-monk,...,,https://www.hackerearth.com/problem/algorithm/the-old-monk/,Hackerearth,"                    Binary Search, Easy-Medium",,
Monk's Encounter with Pol...,monks-encounter-with-polynomial,...,,https://www.hackerearth.com/problem/algorithm/monks-encounter-with-polynomial/,Hackerearth,"                    Easy, Binary Search, Algorithms",,
Discover the Monk,discover-the-monk,...,,https://www.hackerearth.com/problem/algorithm/discover-the-monk/,Hackerearth,"                    Easy, Binary Search",,
Monk in the Grass Fields,monk-in-the-grass-fields,...,,https://www.hackerearth.com/problem/algorithm/monk-in-the-grass-fields/,Hackerearth,"                    Sorting, Implementation, Easy-Medium, Algorithms",,
Chandu and his Girlfriend...,chandu-and-his-girlfriend-returns,...,,https://www.hackerearth.com/problem/algorithm/chandu-and-his-girlfriend-returns/,Hackerearth,"                    Easy, Algorithms",,
Puchi and Luggage ,puchi-and-luggage,...,,https://www.hackerearth.com/problem/algorithm/puchi-and-luggage/,Hackerearth,"                    Sorting, Easy, Algorithms",,
Chandu and his Girlfriend,chandu-and-his-girlfriend,...,,https://www.hackerearth.com/problem/algorithm/chandu-and-his-girlfriend/,Hackerearth,"                    Easy, Sorting, Algorithms",,
Utkarsh and Jumps,utkarsh-and-jumps,...,,https://www.hackerearth.com/problem/algorithm/utkarsh-and-jumps/,Hackerearth,"                    Easy-Medium, Probability, Dynamic Programming",,
Course of Study,course-of-study-2,...,,https://www.hackerearth.com/problem/algorithm/course-of-study-2/,Hackerearth,"                    Combinatorics, Math, Medium",,
Prateek and his Friends,prateek-and-his-friends,...,,https://www.hackerearth.com/problem/algorithm/prateek-and-his-friends/,Hackerearth,"                    Easy, Ad-Hoc",,
Chandu and Consecutive Le...,chandu-and-consecutive-letters,...,,https://www.hackerearth.com/problem/algorithm/chandu-and-consecutive-letters/,Hackerearth,"                    String Algorithms, Greedy, Easy",,
Terrible Chandu,terrible-chandu,...,,https://www.hackerearth.com/problem/algorithm/terrible-chandu/,Hackerearth,"                    String Algorithms, Ad-Hoc",,
Andrew and Max,andrew-and-max,...,,https://www.hackerearth.com/problem/algorithm/andrew-and-max/,Hackerearth,                    Simple-math,,
Nice-P Sequence,nice-p-sequence,...,,https://www.hackerearth.com/problem/algorithm/nice-p-sequence/,Hackerearth,"                    Math, Medium",,
ZeroShark,zeroshark,...,,https://www.hackerearth.com/problem/algorithm/zeroshark/,Hackerearth,"                    Dynamic Programming, Medium",,
Children Love Candies,children-love-candies,...,,https://www.hackerearth.com/problem/algorithm/children-love-candies/,Hackerearth,                    Simple-math,,
Very Cool Numbers,very-cool-numbers,...,,https://www.hackerearth.com/problem/algorithm/very-cool-numbers/,Hackerearth,                    Easy,,
Expected Matches,expected-matches,...,,https://www.hackerearth.com/problem/algorithm/expected-matches/,Hackerearth,"                    Dynamic Programming, Expectation, Probability",,
Recursive Sums,recursive-sums,...,,https://www.hackerearth.com/problem/algorithm/recursive-sums/,Hackerearth,"                    Implementation, Modular arithmetic, Easy",,
Perfect Baseline,perfect-baseline,...,,https://www.hackerearth.com/problem/algorithm/perfect-baseline/,Hackerearth,"                    Sorting, Implementation, Ad-Hoc, Easy",,
Rotations and Inversions,rotations-and-inversions,...,,https://www.hackerearth.com/problem/algorithm/rotations-and-inversions/,Hackerearth,"                    Suffix Arrays, Two-pointer, BIT, Hard",,
Wavy Ranges,wavy-ranges,...,,https://www.hackerearth.com/problem/algorithm/wavy-ranges/,Hackerearth,"                    Dynamic Programming, Hard",,
Ambiguous Tree,ambiguous-tree,...,,https://www.hackerearth.com/problem/algorithm/ambiguous-tree/,Hackerearth,"                    Trees, Hard, Data Structures",,
Attack or be attacked,attack-or-be-attacked,...,,https://www.hackerearth.com/problem/algorithm/attack-or-be-attacked/,Hackerearth,"                    Math, Medium",,
Array divider,array-divider,...,,https://www.hackerearth.com/problem/algorithm/array-divider/,Hackerearth,"                    Dynamic Programming, Medium",,
Kinako Bread,kinako-bread,...,,https://www.hackerearth.com/problem/algorithm/kinako-bread/,Hackerearth,"                    Two-pointer, Medium, Algorithms",,
Double Permutation,double-permutation,...,,https://www.hackerearth.com/problem/algorithm/double-permutation/,Hackerearth,"                    BIT, Probability, Medium, Math",,
Game of Cubes,game-of-cubes-43,...,,https://www.hackerearth.com/problem/algorithm/game-of-cubes-43/,Hackerearth,"                    Graph Theory, Medium, Algorithms",,
Tower of Hanoi,tower-of-hanoi-17,...,,https://www.hackerearth.com/problem/algorithm/tower-of-hanoi-17/,Hackerearth,"                    Easy-Medium, Dynamic Programming, Algorithms",,
Power of Two,power-of-two-4,...,,https://www.hackerearth.com/problem/algorithm/power-of-two-4/,Hackerearth,"                    Easy-Medium, Bit manipulation",,
Game of Strings,game-of-strings-2,...,,https://www.hackerearth.com/problem/algorithm/game-of-strings-2/,Hackerearth,"                    KMP, Medium, Algorithms",,
"Walter, Jesse and HCF",walter-jesse-and-hcf,...,,https://www.hackerearth.com/problem/algorithm/walter-jesse-and-hcf/,Hackerearth,"                    Math, Easy-Medium, Number Theory",,
ADD-SUBTRACT!,add-subtract,...,,https://www.hackerearth.com/problem/algorithm/add-subtract/,Hackerearth,"                    Brute Force, Greedy, Sorting, Easy-Medium",,
New game of Oz,new-game-of-oz,...,,https://www.hackerearth.com/problem/algorithm/new-game-of-oz/,Hackerearth,"                    Ad-Hoc, Easy-Medium, Sorting",,
2 Fast 2 Furious,2-fast-2-furious,...,,https://www.hackerearth.com/problem/algorithm/2-fast-2-furious/,Hackerearth,"                    Easy, Ad-Hoc, Basic Programming",,
Sharpen the pencils,sharpen-the-pencils-2,...,,https://www.hackerearth.com/problem/algorithm/sharpen-the-pencils-2/,Hackerearth,"                    Greedy, Implementation, Easy-Medium",,
Biased Chandan,biased-chandan,...,,https://www.hackerearth.com/problem/algorithm/biased-chandan/,Hackerearth,"                    Easy, Stack, Ad-Hoc, Data Structures",,
Bruce and the Chocolates,bruce-and-the-chocolates-9,...,,https://www.hackerearth.com/problem/algorithm/bruce-and-the-chocolates-9/,Hackerearth,"                    Bipartite Graph, Algorithms, Number Theory, Medium-Hard",,
Mobile Conversations,mobile-conversations,...,,https://www.hackerearth.com/problem/algorithm/mobile-conversations/,Hackerearth,"                    Sorting, Greedy, Medium-Hard",,
Kth smallest number again,kth-smallest-number-again-2,...,,https://www.hackerearth.com/problem/algorithm/kth-smallest-number-again-2/,Hackerearth,"                    Binary Search, Easy-Medium, Sorting",,
String Partition,string-partition,...,,https://www.hackerearth.com/problem/algorithm/string-partition/,Hackerearth,"                    Dynamic Programming, Recursion, String Algorithms, Easy-Medium",,
Break Bricks — it's shoot...,notes-everyone-loves-keeping-it,...,,https://www.hackerearth.com/problem/frontend/notes-everyone-loves-keeping-it/,Hackerearth,                    ,,
Panda and Numbers,panda-and-numbers,...,,https://www.hackerearth.com/problem/algorithm/panda-and-numbers/,Hackerearth,"                    Dynamic Programming, Memoization, Recursion, Medium",,
Panda and Destruction,panda-and-destruction,...,,https://www.hackerearth.com/problem/algorithm/panda-and-destruction/,Hackerearth,"                    Graph Theory, Set, Medium, Algorithms",,
Panda and Combination,panda-and-combination,...,,https://www.hackerearth.com/problem/algorithm/panda-and-combination/,Hackerearth,"                    Greedy, Math, Easy-Medium",,
Panda and Maximum product,panda-and-maximum-product,...,,https://www.hackerearth.com/problem/algorithm/panda-and-maximum-product/,Hackerearth,"                    Ad-Hoc, Easy, Basic Programming",,
Panda and Chain Reaction,panda-and-chain-reaction,...,,https://www.hackerearth.com/problem/algorithm/panda-and-chain-reaction/,Hackerearth,"                    Easy, Ad-Hoc, Basic Programming, Number Theory",,
Phoebe's Melody,phoebes-melody-1,...,,https://www.hackerearth.com/problem/algorithm/phoebes-melody-1/,Hackerearth,"                    Dynamic Programming, Medium-Hard, Data Structures",,
Playing Cards,playing-cards-1,...,,https://www.hackerearth.com/problem/algorithm/playing-cards-1/,Hackerearth,"                    Math, Combinatorics, Medium",,
Fashion Line,fashion-line-1,...,,https://www.hackerearth.com/problem/algorithm/fashion-line-1/,Hackerearth,"                    Ad-Hoc, Implementation, Medium, Basic Programming",,
Head-chef Monica,head-chef-monica-1,...,,https://www.hackerearth.com/problem/algorithm/head-chef-monica-1/,Hackerearth,"                    Hashing, Easy-Medium, Ad-Hoc, Implementation",,
Finding Dinosaurs,finding-dinosaurs-1,...,,https://www.hackerearth.com/problem/algorithm/finding-dinosaurs-1/,Hackerearth,"                    Implementation, Hashing, Binary Search Tree, Easy, Data Structures",,
3rdSmallestAndLargest,3rdsmallestandlargest-1,...,,https://www.hackerearth.com/problem/algorithm/3rdsmallestandlargest-1/,Hackerearth,"                    Ad-Hoc, Easy, Basic Programming",,
Xsquare And Management,xsquare-and-management,...,,https://www.hackerearth.com/problem/algorithm/xsquare-and-management/,Hackerearth,"                    Combinatorics, Trees, Hard, Algorithms",,
Xsquare And Array Operations,xsquare-and-array-operations,...,,https://www.hackerearth.com/problem/algorithm/xsquare-and-array-operations/,Hackerearth,"                    Segment Trees, Data Structures, Divide And Conquer, Medium-Hard",,
Xsquare And Number List,xsquare-and-number-list,...,,https://www.hackerearth.com/problem/algorithm/xsquare-and-number-list/,Hackerearth,"                    Binary Search, Implementation, Medium",,
Xsquare And Chocolates Bars,xsquare-and-chocolates-bars-2,...,,https://www.hackerearth.com/problem/algorithm/xsquare-and-chocolates-bars-2/,Hackerearth,"                    Dynamic Programming, Easy-Medium, Implementation",,
Xsquare And Double Strings,xsquare-and-double-strings-1,...,,https://www.hackerearth.com/problem/algorithm/xsquare-and-double-strings-1/,Hackerearth,"                    Easy, Ad-Hoc, Basic Programming",,
Strings,strings-1,...,,https://www.hackerearth.com/problem/algorithm/strings-1/,Hackerearth,"                    Easy, String Algorithms, Math, Combinatorics",,
Palindromes,palindromes-3,...,,https://www.hackerearth.com/problem/algorithm/palindromes-3/,Hackerearth,"                    String Algorithms, Easy, Implementation, Basic Programming",,
Roy and Ropes,roy-and-ropes,...,,https://www.hackerearth.com/problem/algorithm/roy-and-ropes/,Hackerearth,"                    Ad-Hoc, Implementation, Dynamic Programming, Easy",,
Roy and Wobbly Numbers,roy-and-wobbly-numbers,...,,https://www.hackerearth.com/problem/algorithm/roy-and-wobbly-numbers/,Hackerearth,"                    Ad-Hoc, Easy, Math",,
PrimeString,primestring,...,,https://www.hackerearth.com/problem/algorithm/primestring/,Hackerearth,"                    Ad-Hoc, Implementation, Easy, Basic Programming",,
Roy and Diamonds,roy-and-diamonds,...,,https://www.hackerearth.com/problem/algorithm/roy-and-diamonds/,Hackerearth,"                    Easy-Medium, Math, Geometry",,
Fast Sort,fast-sort-1,...,,https://www.hackerearth.com/problem/algorithm/fast-sort-1/,Hackerearth,"                    Greedy, Brute Force, Sorting, Easy, Basic Programming",,
Swap these knights!,swap-these-knights,...,,https://www.hackerearth.com/problem/approximate/swap-these-knights/,Hackerearth,                    ,,
Matrix must die,matrix-must-die,...,,https://www.hackerearth.com/problem/algorithm/matrix-must-die/,Hackerearth,"                    Hard, Matrix Exponentiation, Math",,
Escape,escape,...,,https://www.hackerearth.com/problem/approximate/escape/,Hackerearth,                    ,,
Frames,frames-4,...,,https://www.hackerearth.com/problem/algorithm/frames-4/,Hackerearth,"                    Fenwick Tree, Combinatorics, Data Structures, Hard",,
AABBAAC,aabbaac,...,,https://www.hackerearth.com/problem/algorithm/aabbaac/,Hackerearth,"                    Medium, Implementation, String Algorithms",,
Xsquare And Two Arrays,xsquare-and-two-arrays,...,,https://www.hackerearth.com/problem/algorithm/xsquare-and-two-arrays/,Hackerearth,"                    Easy-Medium, Implementation, Dynamic Programming, Basic Programming",,
Xsquare And Two Strings,xsquare-and-two-strings-1,...,,https://www.hackerearth.com/problem/algorithm/xsquare-and-two-strings-1/,Hackerearth,"                    Easy, Ad-Hoc, Basic Programming",,
Scheduling War,scheduling-war,...,,https://www.hackerearth.com/problem/algorithm/scheduling-war/,Hackerearth,"                    Flow, Algorithms, Medium",,
Xsquare And Palindromes I...,xsquare-and-palindromes-insertion,...,,https://www.hackerearth.com/problem/algorithm/xsquare-and-palindromes-insertion/,Hackerearth,"                    Easy, Ad-Hoc, Basic Programming",,
SmithNumbers,smithnumbers,...,,https://www.hackerearth.com/problem/algorithm/smithnumbers/,Hackerearth,"                    Math, Number Theory, Prime Factorization, Medium",,
Moody Numbers,moody-numbers,...,,https://www.hackerearth.com/problem/algorithm/moody-numbers/,Hackerearth,"                    Math, Brute Force, Easy-Medium",,
We Are On Fire,we-are-on-fire,...,,https://www.hackerearth.com/problem/algorithm/we-are-on-fire/,Hackerearth,"                    Graph Theory, DFS, Medium",,
Non-Fibo,non-fibo,...,,https://www.hackerearth.com/problem/algorithm/non-fibo/,Hackerearth,"                    Number Theory, Easy-Medium, Math",,
Battle Of Words,battle-of-words,...,,https://www.hackerearth.com/problem/algorithm/battle-of-words/,Hackerearth,"                    Ad-Hoc, Easy, Basic Programming",,
Xsquare And Maximum Sum S...,xsquare-and-maximum-sum-subarray,...,,https://www.hackerearth.com/problem/algorithm/xsquare-and-maximum-sum-subarray/,Hackerearth,"                    Segment Trees, Sorting, Data Structures, Hard",,
Panda's programming tour,pandas-programming-tour,...,,https://www.hackerearth.com/problem/algorithm/pandas-programming-tour/,Hackerearth,"                    Heavy light decomposition, Disjoint Set, Dynamic Programming, Medium-Hard, Algorithms",,
Great Arjit and Numbers,great-arjit-and-numbers,...,,https://www.hackerearth.com/problem/algorithm/great-arjit-and-numbers/,Hackerearth,"                    Easy, Modular arithmetic",,
Prime numbers again,prime-numbers-again,...,,https://www.hackerearth.com/problem/algorithm/prime-numbers-again/,Hackerearth,"                    Easy-Medium, Dynamic Programming, Ad-Hoc",,
Sorted String,sorted-string,...,,https://www.hackerearth.com/problem/algorithm/sorted-string/,Hackerearth,"                    Easy, Basic Programming, Implementation",,
Kriti and her Birthday Gift,kriti-and-her-birthday-gift,...,,https://www.hackerearth.com/problem/algorithm/kriti-and-her-birthday-gift/,Hackerearth,"                    Sorting, HashMap, Sqrt-Decomposition, Medium-Hard",,
Class Homework,class-homework,...,,https://www.hackerearth.com/problem/algorithm/class-homework/,Hackerearth,"                    Ad-Hoc, Medium, Dynamic Programming, Algorithms",,
Shil and Birthday present,shil-and-birthday-present,...,,https://www.hackerearth.com/problem/algorithm/shil-and-birthday-present/,Hackerearth,"                    Sorting, Implementation, Easy-Medium",,
Simple Task III,name-string-1,...,,https://www.hackerearth.com/problem/algorithm/name-string-1/,Hackerearth,"                    Easy-Medium, Ad-Hoc, Math",,
A simple task,a-simple-task,...,,https://www.hackerearth.com/problem/algorithm/a-simple-task/,Hackerearth,"                    Easy-Medium, Number Theory, Math",,
Palindromic Ciphers,palindromic-ciphers,...,,https://www.hackerearth.com/problem/algorithm/palindromic-ciphers/,Hackerearth,"                    Easy, Ad-Hoc",,
Xsquare and Interesting S...,xsquare-and-interesting-sequences,...,,https://www.hackerearth.com/problem/algorithm/xsquare-and-interesting-sequences/,Hackerearth,"                    Math, Easy-Medium",,
Xsquare And Coin Collection ,xsquare-and-coin-collection-2,...,,https://www.hackerearth.com/problem/algorithm/xsquare-and-coin-collection-2/,Hackerearth,"                    Ad-Hoc, Implementation, Easy",,
Putting matrix,putting-matrix-1,...,,https://www.hackerearth.com/problem/approximate/putting-matrix-1/,Hackerearth,                    ,,
Counting on Tree,counting-on-tree-1,...,,https://www.hackerearth.com/problem/algorithm/counting-on-tree-1/,Hackerearth,"                    Algorithms, Dynamic Programming, Hard",,
Connected Components,connected-components-1,...,,https://www.hackerearth.com/problem/algorithm/connected-components-1/,Hackerearth,"                    Algorithms, Hard",,
Bits transformation,bits-transformation-1,...,,https://www.hackerearth.com/problem/algorithm/bits-transformation-1/,Hackerearth,"                    Hard, Algorithms",,
Equivalent Strings 2,equivalent-strings-2-2,...,,https://www.hackerearth.com/problem/algorithm/equivalent-strings-2-2/,Hackerearth,"                    Hard, Algorithms",,
Roy and Maximum XOR,roy-and-maximum-xor,...,,https://www.hackerearth.com/problem/algorithm/roy-and-maximum-xor/,Hackerearth,"                    Math, Ad-Hoc, Easy-Medium",,
Roy and Counting Sorted S...,roy-and-counting-sorted-substrings-1,...,,https://www.hackerearth.com/problem/algorithm/roy-and-counting-sorted-substrings-1/,Hackerearth,"                    Ad-Hoc, String Algorithms, Implementation, Basic Programming, Easy-Medium",,
Pink and Blue,pink-and-blue,...,,https://www.hackerearth.com/problem/algorithm/pink-and-blue/,Hackerearth,"                    DFS, Graph Theory, Algorithms, Easy-Medium",,
Its all about magic!,its-all-about-magic,...,,https://www.hackerearth.com/problem/algorithm/its-all-about-magic/,Hackerearth,"                    Ad-Hoc, Easy-Medium, Basic Programming",,
Divide Array,divide-array-2,...,,https://www.hackerearth.com/problem/algorithm/divide-array-2/,Hackerearth,"                    Easy, Basic Programming",,
Dipu and Interesting Numbers,dipu-and-interesting-numbers-2,...,,https://www.hackerearth.com/problem/algorithm/dipu-and-interesting-numbers-2/,Hackerearth,"                    Easy, Math, Number Theory, Binary Search, Algorithms",,
Roy and Tiles,roy-and-tiles-1,...,,https://www.hackerearth.com/problem/algorithm/roy-and-tiles-1/,Hackerearth,"                    Sorting, Binary Search, Algorithms, Medium",,
Roy and Coin Boxes ,roy-and-coin-boxes-1,...,,https://www.hackerearth.com/problem/algorithm/roy-and-coin-boxes-1/,Hackerearth,"                    BIT, Segment Trees, Dynamic Programming, Medium, Fenwick Tree, Data Structures",,
Roy's Boolean Function ,roys-boolean-function-1,...,,https://www.hackerearth.com/problem/algorithm/roys-boolean-function-1/,Hackerearth,"                    Ad-Hoc, Easy-Medium, Math, Sieve",,
Roy and Matrix Sum,roy-and-matrix-sum-1,...,,https://www.hackerearth.com/problem/algorithm/roy-and-matrix-sum-1/,Hackerearth,"                    Math, Easy-Medium, Implementation, Ad-Hoc, Basic Programming",,
Roy and Texting Robot ,roy-and-texting-robot-2,...,,https://www.hackerearth.com/problem/algorithm/roy-and-texting-robot-2/,Hackerearth,"                    Easy, Implementation, Ad-Hoc, Basic Programming",,
Shil and Greedy approach,shil-and-greedy-approach,...,,https://www.hackerearth.com/problem/algorithm/shil-and-greedy-approach/,Hackerearth,"                    Graph Theory, BFS, Algorithms, Medium",,
Beautiful primes ,beautiful-primes,...,,https://www.hackerearth.com/problem/algorithm/beautiful-primes/,Hackerearth,"                    Math, Medium",,
Riya's Birthday Party,riyas-birthday-party-1,...,,https://www.hackerearth.com/problem/algorithm/riyas-birthday-party-1/,Hackerearth,"                    Math, Easy, Algorithms",,
Shil and Palindrome,shil-and-palindrome,...,,https://www.hackerearth.com/problem/algorithm/shil-and-palindrome/,Hackerearth,"                    Easy, Basic Programming",,
Divisors,divisors-1,...,,https://www.hackerearth.com/problem/algorithm/divisors-1/,Hackerearth,"                    Easy, Algorithms",,
Mehta And The Difficult Task,mehta-and-the-difficult-task-3,...,,https://www.hackerearth.com/problem/algorithm/mehta-and-the-difficult-task-3/,Hackerearth,"                    Dynamic Programming, Matrix Exponentiation, Math, Hard, Algorithms",,
Network Connection,network-connection,...,,https://www.hackerearth.com/problem/approximate/network-connection/,Hackerearth,                    ,,
Largest Lexicographical R...,largest-lexicographical-rotation-ii,...,,https://www.hackerearth.com/problem/algorithm/largest-lexicographical-rotation-ii/,Hackerearth,"                    Algorithms, String Algorithms, Hard",,
Nakul and Gold Coins,nakul-and-gold-coins,...,,https://www.hackerearth.com/problem/algorithm/nakul-and-gold-coins/,Hackerearth,"                    Medium, Number Theory, Binary Search, Algorithms",,
Super Two Letter Strings,super-two-letter-strings,...,,https://www.hackerearth.com/problem/algorithm/super-two-letter-strings/,Hackerearth,"                    Easy-Medium, Dynamic Programming, Algorithms",,
Xsquare And Balanced Strings,xsquare-and-balanced-strings,...,,https://www.hackerearth.com/problem/algorithm/xsquare-and-balanced-strings/,Hackerearth,"                    Ad-Hoc, Easy, Algorithms",,
The Magic,the-magic,...,,https://www.hackerearth.com/problem/algorithm/the-magic/,Hackerearth,"                    Easy, Ad-Hoc, Algorithms",,
Swap and Sort,swap-and-sort,...,,https://www.hackerearth.com/problem/approximate/swap-and-sort/,Hackerearth,                    ,,
Mehta and the Evil Strings,mehta-and-the-evil-strings,...,,https://www.hackerearth.com/problem/algorithm/mehta-and-the-evil-strings/,Hackerearth,"                    Math, Matrix Exponentiation, Bitmask, Hard, Algorithms",,
Xsquare and A Gaming Matr...,xsquare-and-a-gaming-matrix,...,,https://www.hackerearth.com/problem/algorithm/xsquare-and-a-gaming-matrix/,Hackerearth,"                    Dynamic Programming, Algorithms, Medium",,
Square Transaction,square-transaction-20,...,,https://www.hackerearth.com/problem/algorithm/square-transaction-20/,Hackerearth,"                    Algorithms, Medium",,
Numbers of Interest,numbers-of-interest-1,...,,https://www.hackerearth.com/problem/algorithm/numbers-of-interest-1/,Hackerearth,"                    Easy, Math, Basic Programming",,
Square Number,square-number-14,...,,https://www.hackerearth.com/problem/algorithm/square-number-14/,Hackerearth,"                    Easy, Algorithms",,
Calculate the Power,calculate-the-power,...,,https://www.hackerearth.com/problem/algorithm/calculate-the-power/,Hackerearth,"                    Easy, Algorithms",,
Number of Divisors,number-of-divisors-5,...,,https://www.hackerearth.com/problem/algorithm/number-of-divisors-5/,Hackerearth,"                    Easy, Algorithms",,
Remove Duplicates,remove-duplicates-3,...,,https://www.hackerearth.com/problem/algorithm/remove-duplicates-3/,Hackerearth,"                    Easy, Algorithms",,
Sherlock and Special Count,sherlock-and-special-count,...,,https://www.hackerearth.com/problem/algorithm/sherlock-and-special-count/,Hackerearth,"                    Math, Medium, Algorithms",,
Sherlock and Inversions,sherlock-and-inversions,...,,https://www.hackerearth.com/problem/algorithm/sherlock-and-inversions/,Hackerearth,"                    Sqrt-Decomposition, Medium, Algorithms",,
Sherlock and Coprime Subset,sherlock-and-coprime-subset,...,,https://www.hackerearth.com/problem/algorithm/sherlock-and-coprime-subset/,Hackerearth,"                    Dynamic Programming, Bitmask, Medium, Algorithms",,
Sherlock and Dates,sherlock-and-dates,...,,https://www.hackerearth.com/problem/algorithm/sherlock-and-dates/,Hackerearth,"                    Ad-Hoc, Easy, Algorithms",,
Sherlock and Numbers,sherlock-and-numbers,...,,https://www.hackerearth.com/problem/algorithm/sherlock-and-numbers/,Hackerearth,"                    Sorting, Binary Search, Algorithms, Easy",,
Chess Tournament,chess-tournament-4,...,,https://www.hackerearth.com/problem/algorithm/chess-tournament-4/,Hackerearth,"                    Easy, Basic Programming",,
Permutation Again,permutation-again,...,,https://www.hackerearth.com/problem/algorithm/permutation-again/,Hackerearth,"                    Easy, Ad-Hoc, Algorithms",,
Minimizing Path Cost,minimizing-path-cost,...,,https://www.hackerearth.com/problem/algorithm/minimizing-path-cost/,Hackerearth,"                    Algorithms, Shortest-path, Medium",,
Next Lucky Number,next-lucky-number,...,,https://www.hackerearth.com/problem/algorithm/next-lucky-number/,Hackerearth,"                    Recursion, Easy, Basic Programming, Implementation",,
Random Generator,random-generator,...,,https://www.hackerearth.com/problem/algorithm/random-generator/,Hackerearth,"                    Binary Search, Greedy, Algorithms, Hard",,
Troubling Triple,troubling-triple,...,,https://www.hackerearth.com/problem/algorithm/troubling-triple/,Hackerearth,"                    Binary Search, Sorting, Algorithms, Medium",,
Unique Ranking,unique-ranking,...,,https://www.hackerearth.com/problem/algorithm/unique-ranking/,Hackerearth,"                    Sorting, Implementation, Brute Force, Easy-Medium, Algorithms",,
Game of Strings,game-of-strings,...,,https://www.hackerearth.com/problem/algorithm/game-of-strings/,Hackerearth,"                    Dynamic Programming, Easy-Medium, Algorithms",,
Let's Begin!,lets-begin,...,,https://www.hackerearth.com/problem/algorithm/lets-begin/,Hackerearth,"                    Easy, Dynamic Programming, Math, Recursion",,
Oliver and the Game,oliver-and-the-game-3,...,,https://www.hackerearth.com/problem/algorithm/oliver-and-the-game-3/,Hackerearth,"                    DFS, Data Structures, Algorithms, Easy-Medium",,
Geeky Alice and Naughty Bob,geeky-alice-and-naughty-bob,...,,https://www.hackerearth.com/problem/algorithm/geeky-alice-and-naughty-bob/,Hackerearth,"                    Math, Easy-Medium",,
Xsquare and A Fantastic S...,xsquare-and-a-fantastic-sequence,...,,https://www.hackerearth.com/problem/algorithm/xsquare-and-a-fantastic-sequence/,Hackerearth,"                    Greedy, DFS, Implementation, Hard, Algorithms",,
Mozart numbers,mozart-numbers,...,,https://www.hackerearth.com/problem/algorithm/mozart-numbers/,Hackerearth,"                    Medium, Math",,
Lalit and Kundu,lalit-and-kundu,...,,https://www.hackerearth.com/problem/algorithm/lalit-and-kundu/,Hackerearth,"                    Easy-Medium, Probability, Math",,
Agitated Chandan,agitated-chandan,...,,https://www.hackerearth.com/problem/algorithm/agitated-chandan/,Hackerearth,"                    Graph Theory, Easy, Algorithms",,
Match makers,match-makers,...,,https://www.hackerearth.com/problem/algorithm/match-makers/,Hackerearth,"                    Sorting, Easy, Algorithms",,
Help Ashu,help-ashu-1,...,,https://www.hackerearth.com/problem/algorithm/help-ashu-1/,Hackerearth,"                    Segment Trees, BIT, Easy-Medium, Data Structures",,
Akash and the Assignment 1,akash-and-the-assignment-1-12,...,,https://www.hackerearth.com/problem/algorithm/akash-and-the-assignment-1-12/,Hackerearth,"                    Easy, Hashing, Algorithms",,
Roy and Flower Farm,roy-and-flower-farm,...,,https://www.hackerearth.com/problem/algorithm/roy-and-flower-farm/,Hackerearth,"                    Easy-Medium, Dynamic Programming, Algorithms",,
Weighted String,weighted-string,...,,https://www.hackerearth.com/problem/algorithm/weighted-string/,Hackerearth,"                    Easy-Medium, Algorithms",,
Bala's Strange Homework,balas-strange-homework,...,,https://www.hackerearth.com/problem/approximate/balas-strange-homework/,Hackerearth,                    ,,
Beating the dices in thei...,beating-the-dices-in-their-own-game,...,,https://www.hackerearth.com/problem/algorithm/beating-the-dices-in-their-own-game/,Hackerearth,"                    Matching, Hard, Algorithms",,
Mehta's Dilemma,mehtas-dilemma,...,,https://www.hackerearth.com/problem/algorithm/mehtas-dilemma/,Hackerearth,"                    Dynamic Programming, Matrix Exponentiation, Hard, Math",,
Update And Query,update-and-query,...,,https://www.hackerearth.com/problem/algorithm/update-and-query/,Hackerearth,"                    Hard, Algorithms",,
A Coin Game,a-coin-game,...,,https://www.hackerearth.com/problem/algorithm/a-coin-game/,Hackerearth,"                    Game Theory, Medium, Math",,
Xsquare and Increasing Se...,xsquare-and-increasing-sequences,...,,https://www.hackerearth.com/problem/algorithm/xsquare-and-increasing-sequences/,Hackerearth,"                    Dynamic Programming, Greedy, Sorting, Hard, Algorithms",,
Chandan and Balanced Strings,chandan-and-balanced-strings,...,,https://www.hackerearth.com/problem/algorithm/chandan-and-balanced-strings/,Hackerearth,"                    Sorting, Bit manipulation, Hard, Algorithms",,
Unique Gems,unique-gems,...,,https://www.hackerearth.com/problem/algorithm/unique-gems/,Hackerearth,"                    Suffix Arrays, Hard, Algorithms",,
